dataset_name,model_name,observation,xai_method,AvgSensitivity,Completeness,Complexity,Consistency,Faithfulness,FaithfulnessEstimate,LocalLipschitzEstimate,MaxSensitivity,Monotonicity,MonotonicityCorrelation,MonotonicityMetric,NonSensitivity,RelativeInputStability,RelativeOutputStability,SensitivityN,Sparseness,Sufficiency
AHU21,AutoEncoder,10173,SHAP,1.727312111582467,False,2.3695886394527723,0.8888888888747796,0.1625121947075948,0.125446573264199,1.7608981083393362,3.9979478343642767,True,-0.2132352941176471,False,3,,,,0.5049890313400285,0.9272727272727272
AHU21,AutoEncoder,10174,LIME,1.0160763830987805,False,2.368307258107809,0.8888888888747796,0.3225922498547572,0.3023306040513338,8.392843144052266,1.9826107399960424,True,0.3259803921568627,False,3,,,,0.5236018595421927,0.9111111111111112
AHU21,AutoEncoder,10174,MAPLE,0.2539558036664072,False,1.7554201666106428,0.8703703703542525,-0.0535134780559789,-0.3683250906395233,2.569442494234982,1.2426395655063531,True,0.3774509803921569,False,2,,,,0.7201161318799855,0.0
AHU21,AutoEncoder,10174,SHAP,1.4045734547211202,False,2.4329272008358807,0.8888888888747796,0.6335177841755344,-0.029669994880038,1.0346580627660682,2.9129645418528707,True,0.088235294117647,False,3,,,,0.4715118176268101,1.0
AHU21,AutoEncoder,10176,LIME,1.1153221689512476,False,2.388645538363788,0.8888888888747796,0.3108435436251432,0.3593802942249647,8.95697174975485,1.8441272901850143,True,0.3112745098039216,False,3,,,,0.5133507875545298,0.903846153846154
AHU21,AutoEncoder,10176,MAPLE,0.3134855477489742,False,1.583561811976524,0.8703703703542525,0.0358214837093877,-0.3625694745255711,2.6555784645376925,0.8946312159283296,True,0.1176470588235294,False,2,,,,0.7556876094860371,0.0
AHU21,AutoEncoder,10176,SHAP,1.7095175560870035,False,2.547268477949243,0.8888888888747796,0.4320242195681327,0.2928022311305527,1.6408119787889994,4.069796147012079,True,-0.1323529411764706,False,3,,,,0.4072795292453501,0.925925925925926
AHU21,AutoEncoder,10177,LIME,1.059897111521966,False,2.350656772538109,0.8888888888747796,0.2706104865090923,0.3872084711029627,7.04513433436137,1.901694603294469,True,0.3186274509803922,False,3,,,,0.5325405480521949,0.9166666666666666
AHU21,AutoEncoder,10177,MAPLE,0.2591672531714078,False,1.7359370636782203,0.8703703703542525,-0.0192651431375634,-0.3787547970931929,3.511399314459874,0.8114401538219149,True,0.267156862745098,False,2,,,,0.7232155883972442,0.0
AHU21,AutoEncoder,10177,SHAP,1.851239172755336,False,2.436048931674648,0.8888888888747796,0.6186994388490048,0.2117142862651009,2.000953686605147,3.707839759521375,True,-0.1176470588235294,False,3,,,,0.4618873850815385,0.9423076923076924
AHU21,AutoEncoder,10184,LIME,1.151424095839346,False,2.351139336062219,0.8888888888747796,0.3050727381526857,0.3553167945205962,6.884353867159963,1.9025801419560369,True,0.286764705882353,False,3,,,,0.5284972731693561,0.8421052631578947
AHU21,AutoEncoder,10184,MAPLE,0.3551717937285268,False,1.5670482497210982,0.8703703703542525,0.0477831017521,-0.3645708803735206,1.944720064662275,1.2238144700510905,True,0.1764705882352941,False,2,,,,0.7493566684579663,0.0
AHU21,AutoEncoder,10184,SHAP,1.7348154646743972,False,2.468629353198568,0.8888888888747796,0.4742706345036603,0.2309920767072713,1.9406999493330133,3.959740966034855,True,-0.1323529411764706,False,3,,,,0.4579241246316423,0.9444444444444444
AHU21,AutoEncoder,10185,LIME,1.25467190370116,False,2.327902186700081,0.8888888888747796,0.3620440938649209,0.330430152371895,6.855571021766764,1.9888224141334103,True,0.3161764705882353,False,3,,,,0.5428586336409089,0.8888888888888888
AHU21,AutoEncoder,10185,MAPLE,0.2299923881933949,False,1.7015000554522242,0.8703703703542525,-0.1014899567979828,-0.3809665989068301,2.1214981928573198,1.2310194786880948,True,0.4852941176470589,False,2,,,,0.7234567312449337,0.0
AHU21,AutoEncoder,10185,SHAP,1.4374508654100406,False,2.463785492320217,0.8888888888747796,0.7564506336016346,0.0614587236596821,1.286810514504431,2.895368566201677,True,0.0833333333333333,False,3,,,,0.4461401026871814,0.9629629629629628
AHU21,AutoEncoder,10187,LIME,1.2002724742821271,False,2.360866933098853,0.8888888888747796,0.3522714825279794,0.4821919233609737,7.963464405438684,1.9043450163709297,True,0.3504901960784314,False,3,,,,0.526221499898024,0.9047619047619048
AHU21,AutoEncoder,10187,MAPLE,0.2721677008228698,False,1.6561137955758705,0.8703703703542525,-0.0522491884926827,-0.3825962421886981,2.594398892217842,0.9307506708032424,True,0.2450980392156863,False,2,,,,0.7409505373219132,0.0
AHU21,AutoEncoder,10187,SHAP,1.589408881830295,False,2.270778772708603,0.8888888888747796,0.8406012035584365,0.2007273110057121,2.6416324332733754,4.082034718695154,True,0.0098039215686274,False,3,,,,0.5271513089615567,0.9272727272727272
AHU21,AutoEncoder,10188,LIME,1.2182538194341768,False,2.3859069324625626,0.8888888888747796,0.1727839563961388,0.4219697245425375,8.337115190846342,1.9525169887593576,True,0.3137254901960785,False,3,,,,0.5125688145516605,0.8913043478260869
AHU21,AutoEncoder,10188,MAPLE,0.2733027421295206,False,1.7603315874295564,0.8703703703542525,0.0776605327231311,-0.3973188386558067,2.0973399279690894,0.8998793035360907,True,0.1323529411764706,False,2,,,,0.7114800868499095,0.0
AHU21,AutoEncoder,10188,SHAP,1.5650166064605378,False,2.3318231290697105,0.8888888888747796,0.3940234075740525,0.1610734301184634,2.3548249554880223,3.627387414742347,True,-0.0539215686274509,False,3,,,,0.5160732540768052,1.0
AHU21,AutoEncoder,10191,LIME,1.150959991986194,False,2.3315369189016315,0.8888888888747796,0.3470873147014424,0.4833625584106455,9.640042939284513,1.946585951045514,True,0.3774509803921569,False,3,,,,0.5392954255933116,0.9411764705882352
AHU21,AutoEncoder,10191,MAPLE,0.2352404382250735,False,1.740933900649238,0.8703703703542525,-0.0557327670460571,-0.3907324099047892,2.5439104960937047,0.7569931261197959,True,0.2377450980392157,False,2,,,,0.7195357170006289,0.0
AHU21,AutoEncoder,10191,SHAP,1.543008631744143,False,2.333648421112813,0.8888888888747796,0.8918540588243825,0.1911350928276303,1.939585013175277,3.27188441043818,True,-0.0318627450980392,False,3,,,,0.5190509023153786,0.9803921568627452
AHU21,AutoEncoder,10197,LIME,1.1103493431990856,False,2.394672651701108,0.8888888888747796,0.2957851589221821,0.3803699930331092,6.185800146616993,1.9552696964731997,True,0.3872549019607844,False,3,,,,0.5078803121895369,0.8888888888888888
AHU21,AutoEncoder,10197,MAPLE,0.2310934196806129,False,1.6511178530110302,0.8703703703542525,-0.0287434716375333,-0.4180067122570844,2.3910476973770325,0.891456977786963,True,0.1225490196078431,False,2,,,,0.7416543692845231,0.0
AHU21,AutoEncoder,10197,SHAP,1.5364419214019462,False,2.404088000495593,0.8888888888747796,0.6136677912092984,0.0931321199812774,1.545245281447693,3.697640247169428,True,-0.3259803921568627,False,3,,,,0.4957427916313744,0.9777777777777776
AHU21,AutoEncoder,102428,LIME,0.987177448347819,False,2.3576978822704,0.0952380952365835,-0.0309562807210479,0.0687343747633996,6.862260329115939,1.5651911553385454,True,0.2156862745098039,False,4,0.0001304450299558,205.4237797207135,,0.5288350278720484,0.1052631578947368
AHU21,AutoEncoder,102428,MAPLE,0.998051440540007,False,1.920955575570361,0.1111111111090535,0.9375433614006292,0.8907120597634817,3.597025366399138,1.5427359397448317,True,0.2720588235294118,False,5,0.000114179266816,155.4656207385968,,0.6491933137070939,0.0
AHU21,AutoEncoder,102428,SHAP,0.2434955811039972,False,1.1733045132650373,0.0952380952365835,0.9671675842370286,0.9242060112884792,1.612735918692354,0.6353680182100937,True,-0.0196078431372549,False,4,0.0002394994532643,225.75969086371552,,0.8147660828346837,0.3333333333333333
AHU21,AutoEncoder,102433,LIME,0.9334057216149788,False,2.375744587890756,0.0952380952365835,-0.0486850758857938,0.062631969508214,7.558200651482333,1.6469395908114088,True,0.1715686274509804,False,4,0.0003058908727188,455.9288644855824,,0.5192137159614499,0.1132075471698113
AHU21,AutoEncoder,102433,MAPLE,1.0300789396027914,False,1.9025257290535216,0.1111111111090535,0.939819228631726,0.8943262046034728,3.523324938275711,1.8748803205566411,True,0.3137254901960785,False,5,0.0001136883206636,135.07436474079603,,0.6543745536398745,0.0
AHU21,AutoEncoder,102433,SHAP,0.258665919445163,False,1.150467555077983,0.0952380952365835,0.957451450357388,0.924954099479654,1.397327407000608,0.6166053152677908,True,-0.1887254901960784,False,4,0.0015763087937821,845.8273987841991,,0.8397442282025418,0.3333333333333333
AHU21,AutoEncoder,159784,LIME,0.7796537773897363,False,2.342739243542733,0.8888888888747796,0.0960685804957418,0.1221076704680626,7.481757173484262,1.4178567082235347,True,0.3235294117647059,False,5,,,,0.5347839797629527,0.9047619047619048
AHU21,AutoEncoder,159784,MAPLE,0.2679330367957498,False,2.13404826212902,0.8703703703542525,-0.0528825522190586,-0.5579194531430667,2.340677453116544,0.5358777528238321,True,-0.2647058823529412,False,4,,,,0.5965201056195404,0.0
AHU21,AutoEncoder,159784,SHAP,0.5807387847705668,False,1.9008666296590857,0.8888888888747796,-0.2487622169839463,0.0971452876072055,2.139680867887857,1.5191733032638912,True,-0.1838235294117647,False,5,,,,0.6104142511437846,0.9285714285714286
AHU21,AutoEncoder,159789,LIME,0.8970491929211399,False,2.380312609275103,0.8888888888747796,0.1510789137475857,0.1054977811896446,8.047241064937324,1.4002152882231336,True,0.2009803921568627,False,5,,,,0.5161450347938688,0.8837209302325582
AHU21,AutoEncoder,159789,MAPLE,0.2114727722519331,False,2.122534893818471,0.8703703703542525,-0.0585711355830561,-0.5728675405593502,1.941505293704213,0.7995264504563293,True,-0.1740196078431372,False,4,,,,0.602490627213778,0.0
AHU21,AutoEncoder,159789,SHAP,0.5801407235227893,False,1.9172164882025384,0.8888888888747796,-0.1329826808391007,0.0698625645454156,2.6130900526523453,1.634022729906485,True,-0.0416666666666666,False,5,,,,0.6386230263135476,0.9285714285714286
AHU21,AutoEncoder,159797,LIME,0.8477615146788573,False,2.359033199831582,0.8888888888747796,0.1256089680693063,0.1110477294465811,7.417192796717667,1.3746090940122606,True,0.2205882352941176,False,5,,,,0.5276845560816823,0.8627450980392157
AHU21,AutoEncoder,159797,MAPLE,0.2400664039119286,False,2.111376090640561,0.8703703703542525,-0.0578795006875155,-0.5758628916859065,1.7907588154413183,0.8782548000497555,True,-0.196078431372549,False,4,,,,0.6068263732376417,0.0
AHU21,AutoEncoder,159797,SHAP,0.5780685962336896,False,1.6677625111364835,0.8888888888747796,-0.2538473237672844,0.1101673298716759,1.705826597434669,1.5988365698230529,True,-0.1740196078431372,False,6,,,,0.7185813535769583,0.94
AHU21,AutoEncoder,159801,LIME,0.838621589499067,False,2.314094165768792,0.8888888888747796,0.122912749039511,0.105468083583639,7.327559820895972,1.3743085139390865,True,0.2696078431372549,False,5,,,,0.5476046625696622,0.8823529411764706
AHU21,AutoEncoder,159801,MAPLE,0.2421003799861096,False,2.1156653094621216,0.8703703703542525,-0.0596201080302639,-0.5757652135783795,1.9557096466000208,1.2254249038638547,True,-0.2450980392156863,False,4,,,,0.6040757174263647,0.0
