dataset_name,model_name,observation,metric_params,LIME
AHU21,AutoEncoder,98666,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,98980,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,102428,"{""abs"": true, ""normalise"": true}",0.09523809523658353
AHU21,AutoEncoder,102433,"{""abs"": true, ""normalise"": true}",0.09523809523658353
AHU21,AutoEncoder,102436,"{""abs"": true, ""normalise"": true}",0.09523809523658353
AHU21,AutoEncoder,159787,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,159795,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,159801,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,160706,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,160745,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,160807,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,161562,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,161591,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,161616,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,162843,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,165865,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,165869,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,165877,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,169883,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,169892,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,169895,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,169899,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,169905,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,186820,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,186832,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,189380,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,190545,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,190554,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,190572,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,191102,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,191529,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,192043,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,192734,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,198708,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,198816,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,198840,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,210411,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,239412,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,240053,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,240405,"{""abs"": true, ""normalise"": true}",0.9999999998
AHU21,AutoEncoder,240625,"{""abs"": true, ""normalise"": true}",0.9999999998
AHU21,AutoEncoder,240726,"{""abs"": true, ""normalise"": true}",0.9999999998
AHU21,AutoEncoder,245409,"{""abs"": true, ""normalise"": true}",0.9999999998
AHU21,AutoEncoder,249893,"{""abs"": true, ""normalise"": true}",0.9999999998
AHU21,AutoEncoder,252759,"{""abs"": true, ""normalise"": true}",0.9999999998
